sensor,valor,unidade,status,timestamp,ciclo,tipo,nome,estado,codigo,severidade
RES-F-TT,11.5756,C,OK,2026-06-28 10:56:32,408,leitura,,,,
,28.0,,,2026-06-28 10:56:32,408,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:56:32,408,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.3792,C,OK,2026-06-28 10:56:35,409,leitura,,,,
TQ-MIX-LT,54.6723,%,OK,2026-06-28 10:56:35,409,leitura,,,,
TQ-MIX-PT,2.09345,BAR,OK,2026-06-28 10:56:35,409,leitura,,,,
RES-Q-TT,74.3792,C,OK,2026-06-28 10:56:35,409,leitura,,,,
RES-F-TT,11.6032,C,OK,2026-06-28 10:56:35,409,leitura,,,,
,28.0,,,2026-06-28 10:56:35,409,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:56:35,409,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,11.8204,C,OK,2026-06-28 10:56:38,410,leitura,,,,
TQ-MIX-LT,54.5283,%,OK,2026-06-28 10:56:38,410,leitura,,,,
TQ-MIX-PT,2.09057,BAR,OK,2026-06-28 10:56:38,410,leitura,,,,
RES-Q-TT,74.1228,C,OK,2026-06-28 10:56:38,410,leitura,,,,
RES-F-TT,11.8204,C,OK,2026-06-28 10:56:38,410,leitura,,,,
,28.0,,,2026-06-28 10:56:38,410,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:56:38,410,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.0714,C,OK,2026-06-28 10:56:41,411,leitura,,,,
TQ-MIX-LT,54.3843,%,OK,2026-06-28 10:56:41,411,leitura,,,,
TQ-MIX-PT,2.08769,BAR,OK,2026-06-28 10:56:41,411,leitura,,,,
RES-Q-TT,74.0714,C,OK,2026-06-28 10:56:41,411,leitura,,,,
RES-F-TT,11.7064,C,OK,2026-06-28 10:56:41,411,leitura,,,,
,28.0,,,2026-06-28 10:56:41,411,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:56:41,411,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,11.6979,C,OK,2026-06-28 10:56:44,412,leitura,,,,
TQ-MIX-LT,54.2403,%,OK,2026-06-28 10:56:44,412,leitura,,,,
TQ-MIX-PT,2.08481,BAR,OK,2026-06-28 10:56:44,412,leitura,,,,
RES-Q-TT,74.0897,C,OK,2026-06-28 10:56:44,412,leitura,,,,
RES-F-TT,11.6979,C,OK,2026-06-28 10:56:44,412,leitura,,,,
,28.0,,,2026-06-28 10:56:44,412,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:56:44,412,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.1474,C,OK,2026-06-28 10:56:47,413,leitura,,,,
TQ-MIX-LT,54.0963,%,OK,2026-06-28 10:56:47,413,leitura,,,,
TQ-MIX-PT,2.08193,BAR,OK,2026-06-28 10:56:47,413,leitura,,,,
RES-Q-TT,74.1474,C,OK,2026-06-28 10:56:47,413,leitura,,,,
RES-F-TT,11.8222,C,OK,2026-06-28 10:56:47,413,leitura,,,,
,28.0,,,2026-06-28 10:56:47,413,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:56:47,413,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,11.788,C,OK,2026-06-28 10:56:50,414,leitura,,,,
TQ-MIX-LT,53.9523,%,OK,2026-06-28 10:56:50,414,leitura,,,,
TQ-MIX-PT,2.07905,BAR,OK,2026-06-28 10:56:50,414,leitura,,,,
RES-Q-TT,74.4072,C,OK,2026-06-28 10:56:50,414,leitura,,,,
RES-F-TT,11.788,C,OK,2026-06-28 10:56:50,414,leitura,,,,
,28.0,,,2026-06-28 10:56:50,414,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:56:50,414,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.1736,C,OK,2026-06-28 10:56:53,415,leitura,,,,
TQ-MIX-LT,53.8083,%,OK,2026-06-28 10:56:53,415,leitura,,,,
TQ-MIX-PT,2.07617,BAR,OK,2026-06-28 10:56:53,415,leitura,,,,
RES-Q-TT,74.1736,C,OK,2026-06-28 10:56:53,415,leitura,,,,
RES-F-TT,11.8106,C,OK,2026-06-28 10:56:53,415,leitura,,,,
,28.0,,,2026-06-28 10:56:53,415,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:56:53,415,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,11.672,C,OK,2026-06-28 10:56:56,416,leitura,,,,
TQ-MIX-LT,53.6643,%,OK,2026-06-28 10:56:56,416,leitura,,,,
TQ-MIX-PT,2.07329,BAR,OK,2026-06-28 10:56:56,416,leitura,,,,
RES-Q-TT,74.1918,C,OK,2026-06-28 10:56:56,416,leitura,,,,
RES-F-TT,11.672,C,OK,2026-06-28 10:56:56,416,leitura,,,,
,28.0,,,2026-06-28 10:56:56,416,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:56:56,416,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.1006,C,OK,2026-06-28 10:56:59,417,leitura,,,,
TQ-MIX-LT,53.5203,%,OK,2026-06-28 10:56:59,417,leitura,,,,
TQ-MIX-PT,2.07041,BAR,OK,2026-06-28 10:56:59,417,leitura,,,,
RES-Q-TT,74.1006,C,OK,2026-06-28 10:56:59,417,leitura,,,,
RES-F-TT,11.8997,C,OK,2026-06-28 10:56:59,417,leitura,,,,
,28.0,,,2026-06-28 10:56:59,417,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:56:59,417,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,11.9384,C,OK,2026-06-28 10:57:02,418,leitura,,,,
TQ-MIX-LT,53.3763,%,OK,2026-06-28 10:57:02,418,leitura,,,,
TQ-MIX-PT,2.06753,BAR,OK,2026-06-28 10:57:02,418,leitura,,,,
RES-Q-TT,74.0663,C,OK,2026-06-28 10:57:02,418,leitura,,,,
RES-F-TT,11.9384,C,OK,2026-06-28 10:57:02,418,leitura,,,,
,28.0,,,2026-06-28 10:57:02,418,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:02,418,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.0582,C,OK,2026-06-28 10:57:05,419,leitura,,,,
TQ-MIX-LT,53.2323,%,OK,2026-06-28 10:57:05,419,leitura,,,,
TQ-MIX-PT,2.06465,BAR,OK,2026-06-28 10:57:05,419,leitura,,,,
RES-Q-TT,74.0582,C,OK,2026-06-28 10:57:05,419,leitura,,,,
RES-F-TT,11.7636,C,OK,2026-06-28 10:57:05,419,leitura,,,,
,28.0,,,2026-06-28 10:57:05,419,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:05,419,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,11.7091,C,OK,2026-06-28 10:57:08,420,leitura,,,,
TQ-MIX-LT,53.0883,%,OK,2026-06-28 10:57:08,420,leitura,,,,
TQ-MIX-PT,2.06177,BAR,OK,2026-06-28 10:57:08,420,leitura,,,,
RES-Q-TT,74.2843,C,OK,2026-06-28 10:57:08,420,leitura,,,,
RES-F-TT,11.7091,C,OK,2026-06-28 10:57:08,420,leitura,,,,
,28.0,,,2026-06-28 10:57:08,420,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:08,420,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.4247,C,OK,2026-06-28 10:57:11,421,leitura,,,,
TQ-MIX-LT,52.9443,%,OK,2026-06-28 10:57:11,421,leitura,,,,
TQ-MIX-PT,2.05889,BAR,OK,2026-06-28 10:57:11,421,leitura,,,,
RES-Q-TT,74.4247,C,OK,2026-06-28 10:57:11,421,leitura,,,,
RES-F-TT,11.8019,C,OK,2026-06-28 10:57:11,421,leitura,,,,
,28.0,,,2026-06-28 10:57:11,421,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:11,421,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,11.5645,C,OK,2026-06-28 10:57:14,422,leitura,,,,
TQ-MIX-LT,52.8003,%,OK,2026-06-28 10:57:14,422,leitura,,,,
TQ-MIX-PT,2.05601,BAR,OK,2026-06-28 10:57:14,422,leitura,,,,
RES-Q-TT,74.5622,C,OK,2026-06-28 10:57:14,422,leitura,,,,
RES-F-TT,11.5645,C,OK,2026-06-28 10:57:14,422,leitura,,,,
,28.0,,,2026-06-28 10:57:14,422,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:14,422,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.3291,C,OK,2026-06-28 10:57:17,423,leitura,,,,
TQ-MIX-LT,52.6563,%,OK,2026-06-28 10:57:17,423,leitura,,,,
TQ-MIX-PT,2.05313,BAR,OK,2026-06-28 10:57:17,423,leitura,,,,
RES-Q-TT,74.3291,C,OK,2026-06-28 10:57:17,423,leitura,,,,
RES-F-TT,11.6991,C,OK,2026-06-28 10:57:17,423,leitura,,,,
,28.0,,,2026-06-28 10:57:17,423,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:17,423,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,11.9852,C,OK,2026-06-28 10:57:20,424,leitura,,,,
TQ-MIX-LT,52.5123,%,OK,2026-06-28 10:57:20,424,leitura,,,,
TQ-MIX-PT,2.05025,BAR,OK,2026-06-28 10:57:20,424,leitura,,,,
RES-Q-TT,74.4686,C,OK,2026-06-28 10:57:20,424,leitura,,,,
RES-F-TT,11.9852,C,OK,2026-06-28 10:57:20,424,leitura,,,,
,28.0,,,2026-06-28 10:57:20,424,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:20,424,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.6028,C,OK,2026-06-28 10:57:23,425,leitura,,,,
TQ-MIX-LT,52.3683,%,OK,2026-06-28 10:57:23,425,leitura,,,,
TQ-MIX-PT,2.04737,BAR,OK,2026-06-28 10:57:23,425,leitura,,,,
RES-Q-TT,74.6028,C,OK,2026-06-28 10:57:23,425,leitura,,,,
RES-F-TT,12.211,C,OK,2026-06-28 10:57:23,425,leitura,,,,
,28.0,,,2026-06-28 10:57:23,425,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:23,425,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.17,C,OK,2026-06-28 10:57:26,426,leitura,,,,
TQ-MIX-LT,52.2243,%,OK,2026-06-28 10:57:26,426,leitura,,,,
TQ-MIX-PT,2.04449,BAR,OK,2026-06-28 10:57:26,426,leitura,,,,
RES-Q-TT,74.543,C,OK,2026-06-28 10:57:26,426,leitura,,,,
RES-F-TT,12.17,C,OK,2026-06-28 10:57:26,426,leitura,,,,
,28.0,,,2026-06-28 10:57:26,426,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:26,426,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.706,C,OK,2026-06-28 10:57:29,427,leitura,,,,
TQ-MIX-LT,52.0803,%,OK,2026-06-28 10:57:29,427,leitura,,,,
TQ-MIX-PT,2.04161,BAR,OK,2026-06-28 10:57:29,427,leitura,,,,
RES-Q-TT,74.706,C,OK,2026-06-28 10:57:29,427,leitura,,,,
RES-F-TT,12.1258,C,OK,2026-06-28 10:57:29,427,leitura,,,,
,28.0,,,2026-06-28 10:57:29,427,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:29,427,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.153,C,OK,2026-06-28 10:57:32,428,leitura,,,,
TQ-MIX-LT,51.9363,%,OK,2026-06-28 10:57:32,428,leitura,,,,
TQ-MIX-PT,2.03873,BAR,OK,2026-06-28 10:57:32,428,leitura,,,,
RES-Q-TT,74.5615,C,OK,2026-06-28 10:57:32,428,leitura,,,,
RES-F-TT,12.153,C,OK,2026-06-28 10:57:32,428,leitura,,,,
,28.0,,,2026-06-28 10:57:32,428,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:32,428,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.4689,C,OK,2026-06-28 10:57:35,429,leitura,,,,
TQ-MIX-LT,51.7923,%,OK,2026-06-28 10:57:35,429,leitura,,,,
TQ-MIX-PT,2.03585,BAR,OK,2026-06-28 10:57:35,429,leitura,,,,
RES-Q-TT,74.4689,C,OK,2026-06-28 10:57:35,429,leitura,,,,
RES-F-TT,12.2289,C,OK,2026-06-28 10:57:35,429,leitura,,,,
,28.0,,,2026-06-28 10:57:35,429,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:35,429,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.0913,C,OK,2026-06-28 10:57:38,430,leitura,,,,
TQ-MIX-LT,51.6483,%,OK,2026-06-28 10:57:38,430,leitura,,,,
TQ-MIX-PT,2.03297,BAR,OK,2026-06-28 10:57:38,430,leitura,,,,
RES-Q-TT,74.6908,C,OK,2026-06-28 10:57:38,430,leitura,,,,
RES-F-TT,12.0913,C,OK,2026-06-28 10:57:38,430,leitura,,,,
,28.0,,,2026-06-28 10:57:38,430,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:38,430,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.5037,C,OK,2026-06-28 10:57:41,431,leitura,,,,
TQ-MIX-LT,51.5043,%,OK,2026-06-28 10:57:41,431,leitura,,,,
TQ-MIX-PT,2.03009,BAR,OK,2026-06-28 10:57:41,431,leitura,,,,
RES-Q-TT,74.5037,C,OK,2026-06-28 10:57:41,431,leitura,,,,
RES-F-TT,12.3758,C,OK,2026-06-28 10:57:41,431,leitura,,,,
,28.0,,,2026-06-28 10:57:41,431,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:41,431,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.3661,C,OK,2026-06-28 10:57:44,432,leitura,,,,
TQ-MIX-LT,51.3603,%,OK,2026-06-28 10:57:44,432,leitura,,,,
TQ-MIX-PT,2.02721,BAR,OK,2026-06-28 10:57:44,432,leitura,,,,
RES-Q-TT,74.5446,C,OK,2026-06-28 10:57:44,432,leitura,,,,
RES-F-TT,12.3661,C,OK,2026-06-28 10:57:44,432,leitura,,,,
,28.0,,,2026-06-28 10:57:44,432,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:44,432,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.2681,C,OK,2026-06-28 10:57:47,433,leitura,,,,
TQ-MIX-LT,51.2163,%,OK,2026-06-28 10:57:47,433,leitura,,,,
TQ-MIX-PT,2.02433,BAR,OK,2026-06-28 10:57:47,433,leitura,,,,
RES-Q-TT,74.2681,C,OK,2026-06-28 10:57:47,433,leitura,,,,
RES-F-TT,12.6043,C,OK,2026-06-28 10:57:47,433,leitura,,,,
,28.0,,,2026-06-28 10:57:47,433,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:47,433,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.4897,C,OK,2026-06-28 10:57:50,434,leitura,,,,
TQ-MIX-LT,51.0723,%,OK,2026-06-28 10:57:50,434,leitura,,,,
TQ-MIX-PT,2.02145,BAR,OK,2026-06-28 10:57:50,434,leitura,,,,
RES-Q-TT,74.1986,C,OK,2026-06-28 10:57:50,434,leitura,,,,
RES-F-TT,12.4897,C,OK,2026-06-28 10:57:50,434,leitura,,,,
,28.0,,,2026-06-28 10:57:50,434,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:50,434,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.4467,C,OK,2026-06-28 10:57:53,435,leitura,,,,
TQ-MIX-LT,50.9283,%,OK,2026-06-28 10:57:53,435,leitura,,,,
TQ-MIX-PT,2.01857,BAR,OK,2026-06-28 10:57:53,435,leitura,,,,
RES-Q-TT,74.4467,C,OK,2026-06-28 10:57:53,435,leitura,,,,
RES-F-TT,12.569,C,OK,2026-06-28 10:57:53,435,leitura,,,,
,28.0,,,2026-06-28 10:57:53,435,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:53,435,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.3544,C,OK,2026-06-28 10:57:56,436,leitura,,,,
TQ-MIX-LT,50.7843,%,OK,2026-06-28 10:57:56,436,leitura,,,,
TQ-MIX-PT,2.01569,BAR,OK,2026-06-28 10:57:56,436,leitura,,,,
RES-Q-TT,74.5457,C,OK,2026-06-28 10:57:56,436,leitura,,,,
RES-F-TT,12.3544,C,OK,2026-06-28 10:57:56,436,leitura,,,,
,28.0,,,2026-06-28 10:57:56,436,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:56,436,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.4717,C,OK,2026-06-28 10:57:59,437,leitura,,,,
TQ-MIX-LT,50.6403,%,OK,2026-06-28 10:57:59,437,leitura,,,,
TQ-MIX-PT,2.01281,BAR,OK,2026-06-28 10:57:59,437,leitura,,,,
RES-Q-TT,74.4717,C,OK,2026-06-28 10:57:59,437,leitura,,,,
RES-F-TT,12.4516,C,OK,2026-06-28 10:57:59,437,leitura,,,,
,28.0,,,2026-06-28 10:57:59,437,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:57:59,437,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.6857,C,OK,2026-06-28 10:58:02,438,leitura,,,,
TQ-MIX-LT,50.4963,%,OK,2026-06-28 10:58:02,438,leitura,,,,
TQ-MIX-PT,2.00993,BAR,OK,2026-06-28 10:58:02,438,leitura,,,,
RES-Q-TT,74.5587,C,OK,2026-06-28 10:58:02,438,leitura,,,,
RES-F-TT,12.6857,C,OK,2026-06-28 10:58:02,438,leitura,,,,
,28.0,,,2026-06-28 10:58:02,438,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:58:02,438,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.4058,C,OK,2026-06-28 10:58:05,439,leitura,,,,
TQ-MIX-LT,50.3523,%,OK,2026-06-28 10:58:05,439,leitura,,,,
TQ-MIX-PT,2.00705,BAR,OK,2026-06-28 10:58:05,439,leitura,,,,
RES-Q-TT,74.4058,C,OK,2026-06-28 10:58:05,439,leitura,,,,
RES-F-TT,12.7651,C,OK,2026-06-28 10:58:05,439,leitura,,,,
,28.0,,,2026-06-28 10:58:05,439,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:58:05,439,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.691,C,OK,2026-06-28 10:58:08,440,leitura,,,,
TQ-MIX-LT,50.2083,%,OK,2026-06-28 10:58:08,440,leitura,,,,
TQ-MIX-PT,2.00417,BAR,OK,2026-06-28 10:58:08,440,leitura,,,,
RES-Q-TT,74.2466,C,OK,2026-06-28 10:58:08,440,leitura,,,,
RES-F-TT,12.691,C,OK,2026-06-28 10:58:08,440,leitura,,,,
,28.0,,,2026-06-28 10:58:08,440,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:58:08,440,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,73.9923,C,OK,2026-06-28 10:58:11,441,leitura,,,,
TQ-MIX-LT,50.0643,%,OK,2026-06-28 10:58:11,441,leitura,,,,
TQ-MIX-PT,2.00129,BAR,OK,2026-06-28 10:58:11,441,leitura,,,,
RES-Q-TT,73.9923,C,OK,2026-06-28 10:58:11,441,leitura,,,,
RES-F-TT,12.9558,C,OK,2026-06-28 10:58:11,441,leitura,,,,
,28.0,,,2026-06-28 10:58:11,441,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:58:11,441,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,13.0904,C,OK,2026-06-28 10:58:14,442,leitura,,,,
TQ-MIX-LT,49.9203,%,OK,2026-06-28 10:58:14,442,leitura,,,,
TQ-MIX-PT,1.9984100000000002,BAR,OK,2026-06-28 10:58:14,442,leitura,,,,
RES-Q-TT,73.7728,C,OK,2026-06-28 10:58:14,442,leitura,,,,
RES-F-TT,13.0904,C,OK,2026-06-28 10:58:14,442,leitura,,,,
,28.0,,,2026-06-28 10:58:14,442,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:58:14,442,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,73.7306,C,OK,2026-06-28 10:58:17,443,leitura,,,,
TQ-MIX-LT,49.7763,%,OK,2026-06-28 10:58:17,443,leitura,,,,
TQ-MIX-PT,1.99553,BAR,OK,2026-06-28 10:58:17,443,leitura,,,,
RES-Q-TT,73.7306,C,OK,2026-06-28 10:58:17,443,leitura,,,,
RES-F-TT,12.8339,C,OK,2026-06-28 10:58:17,443,leitura,,,,
,28.0,,,2026-06-28 10:58:17,443,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:58:17,443,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.9496,C,OK,2026-06-28 10:58:20,444,leitura,,,,
TQ-MIX-LT,49.6323,%,OK,2026-06-28 10:58:20,444,leitura,,,,
TQ-MIX-PT,1.99265,BAR,OK,2026-06-28 10:58:20,444,leitura,,,,
RES-Q-TT,73.6963,C,OK,2026-06-28 10:58:20,444,leitura,,,,
RES-F-TT,12.9496,C,OK,2026-06-28 10:58:20,444,leitura,,,,
,28.0,,,2026-06-28 10:58:20,444,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:58:20,444,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,73.7177,C,OK,2026-06-28 10:58:23,445,leitura,,,,
TQ-MIX-LT,49.4883,%,OK,2026-06-28 10:58:23,445,leitura,,,,
TQ-MIX-PT,1.98977,BAR,OK,2026-06-28 10:58:23,445,leitura,,,,
RES-Q-TT,73.7177,C,OK,2026-06-28 10:58:23,445,leitura,,,,
RES-F-TT,13.023,C,OK,2026-06-28 10:58:23,445,leitura,,,,
,28.0,,,2026-06-28 10:58:23,445,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:58:23,445,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,13.0399,C,OK,2026-06-28 10:58:26,446,leitura,,,,
TQ-MIX-LT,49.3443,%,OK,2026-06-28 10:58:26,446,leitura,,,,
TQ-MIX-PT,1.98689,BAR,OK,2026-06-28 10:58:26,446,leitura,,,,
RES-Q-TT,73.5114,C,OK,2026-06-28 10:58:26,446,leitura,,,,
RES-F-TT,13.0399,C,OK,2026-06-28 10:58:26,446,leitura,,,,
,28.0,,,2026-06-28 10:58:26,446,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:58:26,446,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,61.5616,C,OK,2026-06-28 10:58:29,447,leitura,,,,
TQ-MIX-LT,49.4643,%,OK,2026-06-28 10:58:29,447,leitura,,,,
TQ-MIX-PT,1.98929,BAR,OK,2026-06-28 10:58:29,447,leitura,,,,
RES-Q-TT,73.6679,C,OK,2026-06-28 10:58:29,447,leitura,,,,
RES-F-TT,13.1364,C,OK,2026-06-28 10:58:29,447,leitura,,,,
,8.0,,,2026-06-28 10:58:29,447,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:58:29,447,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,41.0574,C,OK,2026-06-28 10:58:32,448,leitura,,,,
TQ-MIX-LT,49.7843,%,OK,2026-06-28 10:58:32,448,leitura,,,,
TQ-MIX-PT,1.9956900000000002,BAR,OK,2026-06-28 10:58:32,448,leitura,,,,
RES-Q-TT,73.6525,C,OK,2026-06-28 10:58:32,448,leitura,,,,
RES-F-TT,13.1187,C,OK,2026-06-28 10:58:32,448,leitura,,,,
,28.0,,,2026-06-28 10:58:32,448,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:58:32,448,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,61.6329,C,OK,2026-06-28 10:58:35,449,leitura,,,,
TQ-MIX-LT,50.7043,%,OK,2026-06-28 10:58:35,449,leitura,,,,
TQ-MIX-PT,2.01409,BAR,OK,2026-06-28 10:58:35,449,leitura,,,,
RES-Q-TT,73.7196,C,OK,2026-06-28 10:58:35,449,leitura,,,,
RES-F-TT,13.2861,C,OK,2026-06-28 10:58:35,449,leitura,,,,
,28.0,,,2026-06-28 10:58:35,449,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:58:35,449,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,58.7472,C,OK,2026-06-28 10:58:38,450,leitura,,,,
TQ-MIX-LT,51.6243,%,OK,2026-06-28 10:58:38,450,leitura,,,,
TQ-MIX-PT,2.03249,BAR,OK,2026-06-28 10:58:38,450,leitura,,,,
RES-Q-TT,73.8238,C,OK,2026-06-28 10:58:38,450,leitura,,,,
RES-F-TT,13.5173,C,OK,2026-06-28 10:58:38,450,leitura,,,,
,28.0,,,2026-06-28 10:58:38,450,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:58:38,450,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,61.8381,C,OK,2026-06-28 10:58:41,451,leitura,,,,
TQ-MIX-LT,52.5443,%,OK,2026-06-28 10:58:41,451,leitura,,,,
TQ-MIX-PT,2.05089,BAR,OK,2026-06-28 10:58:41,451,leitura,,,,
RES-Q-TT,73.8581,C,OK,2026-06-28 10:58:41,451,leitura,,,,
RES-F-TT,13.7578,C,OK,2026-06-28 10:58:41,451,leitura,,,,
,28.0,,,2026-06-28 10:58:41,451,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:58:41,451,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,58.7958,C,OK,2026-06-28 10:58:44,452,leitura,,,,
TQ-MIX-LT,53.4643,%,OK,2026-06-28 10:58:44,452,leitura,,,,
TQ-MIX-PT,2.06929,BAR,OK,2026-06-28 10:58:44,452,leitura,,,,
RES-Q-TT,73.8138,C,OK,2026-06-28 10:58:44,452,leitura,,,,
RES-F-TT,13.7418,C,OK,2026-06-28 10:58:44,452,leitura,,,,
,28.0,,,2026-06-28 10:58:44,452,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:58:44,452,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,61.6242,C,OK,2026-06-28 10:58:47,453,leitura,,,,
TQ-MIX-LT,54.3843,%,OK,2026-06-28 10:58:47,453,leitura,,,,
TQ-MIX-PT,2.08769,BAR,OK,2026-06-28 10:58:47,453,leitura,,,,
RES-Q-TT,73.6023,C,OK,2026-06-28 10:58:47,453,leitura,,,,
RES-F-TT,13.711500000000001,C,OK,2026-06-28 10:58:47,453,leitura,,,,
,28.0,,,2026-06-28 10:58:47,453,atuador,BOMBA-Q,PRINCIPAL,,
